timestamp,load_kw,temperature_c,humidity_percent,wind_speed_mps,visibility_km,pressure_hpa
2016-01-11 17:00:00,0.360000, 6.5999999999999996e+00, 92.000000000000000, 7.00000000000000000,63.0000000000000000,977.919712
2016-01-11 17:10:00,0.360000, 6.4833333333333298e+00, 92.000000000000000, 6.66666666666666963,59.1666666666666998,978.053034
2016-01-11 17:20:00,0.300000, 6.3666666666666698e+00, 92.000000000000000, 6.33333333333333037,55.3333333333333002,978.186356
2016-01-11 17:30:00,0.300000, 6.2500000000000000e+00, 92.000000000000000, 6.00000000000000000,51.5000000000000000,978.319679
2016-01-11 17:40:00,0.360000, 6.1333333333333302e+00, 92.000000000000000, 5.66666666666666963,47.6666666666666998,978.453001
2016-01-11 17:50:00,0.300000, 6.0166666666666702e+00, 92.000000000000000, 5.33333333333333037,43.8333333333333002,978.586324
2016-01-11 18:00:00,0.360000, 5.9000000000000004e+00, 92.000000000000000, 5.00000000000000000,40.0000000000000000,978.719646
2016-01-11 18:10:00,0.360000, 5.9166666666666696e+00, 91.833333333333300, 5.16666666666666963,40.0000000000000000,978.808527
2016-01-11 18:20:00,0.360000, 5.9333333333333300e+00, 91.666666666666700, 5.33333333333333037,40.0000000000000000,978.897409
2016-01-11 18:30:00,0.420000, 5.9500000000000002e+00, 91.500000000000000, 5.50000000000000000,40.0000000000000000,978.986291
2016-01-11 18:40:00,1.380000, 5.9666666666666703e+00, 91.333333333333300, 5.66666666666666963,40.0000000000000000,979.075172
2016-01-11 18:50:00,3.480000, 5.9833333333333298e+00, 91.166666666666700, 5.83333333333333037,40.0000000000000000,979.164054
2016-01-11 19:00:00,2.580000, 6.0000000000000000e+00, 91.000000000000000, 6.00000000000000000,40.0000000000000000,979.252935
2016-01-11 19:10:00,1.500000, 6.0000000000000000e+00, 90.500000000000000, 6.00000000000000000,40.0000000000000000,979.408478
2016-01-11 19:20:00,0.600000, 6.0000000000000000e+00, 90.000000000000000, 6.00000000000000000,40.0000000000000000,979.564021
2016-01-11 19:30:00,0.600000, 6.0000000000000000e+00, 89.500000000000000, 6.00000000000000000,40.0000000000000000,979.719564
2016-01-11 19:40:00,0.540000, 6.0000000000000000e+00, 89.000000000000000, 6.00000000000000000,40.0000000000000000,979.875107
2016-01-11 19:50:00,0.420000, 6.0000000000000000e+00, 88.500000000000000, 6.00000000000000000,40.0000000000000000,980.030649
2016-01-11 20:00:00,0.480000, 6.0000000000000000e+00, 88.000000000000000, 6.00000000000000000,40.0000000000000000,980.186192
2016-01-11 20:10:00,0.840000, 6.0000000000000000e+00, 87.833333333333300, 6.00000000000000000,40.0000000000000000,980.230633
2016-01-11 20:20:00,0.720000, 6.0000000000000000e+00, 87.666666666666700, 6.00000000000000000,40.0000000000000000,980.275074
2016-01-11 20:30:00,1.140000, 6.0000000000000000e+00, 87.500000000000000, 6.00000000000000000,40.0000000000000000,980.319515
2016-01-11 20:40:00,0.660000, 6.0000000000000000e+00, 87.333333333333300, 6.00000000000000000,40.0000000000000000,980.363955
2016-01-11 20:50:00,0.660000, 6.0000000000000000e+00, 87.166666666666700, 6.00000000000000000,40.0000000000000000,980.408396
2016-01-11 21:00:00,0.660000, 6.0000000000000000e+00, 87.000000000000000, 6.00000000000000000,40.0000000000000000,980.452837
2016-01-11 21:10:00,0.660000, 5.9333333333333300e+00, 87.166666666666700, 6.00000000000000000,40.0000000000000000,980.541719
2016-01-11 21:20:00,0.600000, 5.8666666666666698e+00, 87.333333333333300, 6.00000000000000000,40.0000000000000000,980.630600
2016-01-11 21:30:00,0.600000, 5.7999999999999998e+00, 87.500000000000000, 6.00000000000000000,40.0000000000000000,980.719482
2016-01-11 21:40:00,0.600000, 5.7333333333333298e+00, 87.666666666666700, 6.00000000000000000,40.0000000000000000,980.808363
2016-01-11 21:50:00,0.600000, 5.6666666666666696e+00, 87.833333333333300, 6.00000000000000000,40.0000000000000000,980.897245
2016-01-11 22:00:00,0.660000, 5.5999999999999996e+00, 88.000000000000000, 6.00000000000000000,40.0000000000000000,980.986126
2016-01-11 22:10:00,2.400000, 5.6500000000000004e+00, 87.833333333333300, 6.16666666666666963,40.0000000000000000,981.097228
2016-01-11 22:20:00,2.400000, 5.7000000000000002e+00, 87.666666666666700, 6.33333333333333037,40.0000000000000000,981.208330
2016-01-11 22:30:00,2.340000, 5.7500000000000000e+00, 87.500000000000000, 6.50000000000000000,40.0000000000000000,981.319432
2016-01-11 22:40:00,1.440000, 5.7999999999999998e+00, 87.333333333333300, 6.66666666666666963,40.0000000000000000,981.430534
2016-01-11 22:50:00,0.360000, 5.8499999999999996e+00, 87.166666666666700, 6.83333333333333037,40.0000000000000000,981.541636
2016-01-11 23:00:00,0.360000, 5.9000000000000004e+00, 87.000000000000000, 7.00000000000000000,40.0000000000000000,981.652738
2016-01-11 23:10:00,0.360000, 5.7999999999999998e+00, 87.833333333333300, 6.83333333333333037,37.0000000000000000,981.786061
2016-01-11 23:20:00,0.300000, 5.7000000000000002e+00, 88.666666666666700, 6.66666666666666963,34.0000000000000000,981.919383
